,Brand,Cihaz Ağırlığı,Dokunmatik Ekran,Ekran Boyutu,Ekran Kartı Bellek Tipi,Ekran Kartı Hafızası,Garanti Süresi,Garanti Tipi,Kullanım Amacı,Price,Ram (Sistem Belleği),Ram (Sistem Belleği) Tipi,SSD Kapasitesi,Star,Çözünürlük,Çözünürlük Standartı,İşlemci Nesli,İşlemci Tipi,İşlemci Çekirdek Sayısı,İşletim Sistemi
1680,HP,2.0,0,15.6,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,31199.98,32,4,2048.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Free Dos
1681,HP,2.0,0,16.1,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,33899.98,64,8,2048.0,0.0,1.0,2.0,6.0,AMD Ryzen 5,8.0,Windows
1682,HP,2.0,0,14.0,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,31899.99,64,4,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Free Dos
1683,HP,2.0,0,15.6,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,34949.99,64,4,256.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
1684,HP,2.0,0,15.6,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,32999.99,64,4,256.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
1685,HP,2.0,0,15.6,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,33599.99,64,4,512.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
1686,HP,2.0,0,16.1,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,34099.98,64,8,2048.0,0.0,1.0,2.0,6.0,AMD Ryzen 5,8.0,Free Dos
1687,HP,2.0,0,15.6,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,33789.99,64,4,512.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Free Dos
1688,HP,2.0,0,15.6,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,31679.99,16,4,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
1689,HP,2.0,0,15.6,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,31899.98,64,4,512.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Free Dos
1690,HP,2.0,0,14.0,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,32099.99,64,4,256.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
1691,HP,2.0,0,15.6,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,36529.99,64,4,2048.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Free Dos
1692,HP,2.0,0,15.6,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,36319.99,64,4,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
1693,HP,2.0,0,15.6,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,36199.99,64,4,2048.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
1694,HP,2.0,0,14.0,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,32699.99,64,4,512.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
1695,HP,2.0,0,16.1,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,32399.98,64,8,1024.0,0.0,1.0,2.0,6.0,AMD Ryzen 5,8.0,Free Dos
1696,HP,2.0,0,16.1,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,32099.98,64,8,512.0,0.0,1.0,2.0,6.0,AMD Ryzen 5,8.0,Windows
1697,HP,2.0,0,15.6,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,34629.99,64,4,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Free Dos
1698,HP,2.0,0,15.6,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,33249.99,64,4,256.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Free Dos
1699,HP,2.0,0,15.6,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,34499.98,64,4,2048.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Free Dos
1700,HP,2.0,0,14.0,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,31699.98,32,4,2048.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
1701,HP,2.0,0,15.6,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,38219.99,64,4,2048.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
1702,HP,2.0,0,15.6,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,34319.99,32,4,2048.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
1703,ASUS,2.0,0,15.6,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Ofis - İş,39299.98,16,8,512.0,0.0,1.0,2.0,6.0,AMD Ryzen 7,8.0,Windows
1704,LENOVO,2.0,0,15.6,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Ofis - İş,48499.97,64,4,512.0,0.0,2.0,3.0,5.0,AMD Ryzen 7,8.0,Free Dos
1705,ASUS,2.0,0,15.6,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Ofis - İş,41899.98,16,8,2048.0,0.0,1.0,2.0,6.0,AMD Ryzen 7,8.0,Windows
1706,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,33899.98,32,4,1024.0,0.0,1.0,2.0,12.0,Intel Core i5,12.0,Windows
1707,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,36499.98,32,4,2048.0,0.0,1.0,2.0,12.0,Intel Core i5,12.0,Windows
1708,LENOVO,2.0,0,15.6,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Ofis - İş,52399.97,64,4,1024.0,0.0,2.0,3.0,5.0,AMD Ryzen 7,8.0,Windows
1709,LENOVO,2.0,0,15.6,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Ofis - İş,53599.97,64,4,2048.0,0.0,2.0,3.0,11.0,Intel Core i7,6.0,Free Dos
1710,ASUS,2.0,0,15.6,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Ofis - İş,42299.98,32,8,1024.0,0.0,1.0,2.0,6.0,AMD Ryzen 7,8.0,Windows
1711,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,32599.98,16,4,512.0,5.0,1.0,2.0,12.0,Intel Core i5,12.0,Windows
1712,HP,3.0,0,15.6,GDDR6,8.0,2.0,Resmi Distribütör Garantili,Ofis - İş,50699.0,16,8,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,14.0,Windows
1713,HP,3.0,1,16.0,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,46259.54,32,8,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
1714,HP,3.0,0,16.0,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Ofis - İş,70335.44,64,8,512.0,0.0,1.0,2.0,12.0,Intel Core i7,14.0,Windows
1715,HP,3.0,0,16.0,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Ofis - İş,65659.54,32,8,512.0,0.0,1.0,2.0,12.0,Intel Core i7,14.0,Windows
1716,HP,3.0,0,16.0,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Ofis - İş,71131.33,64,8,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,14.0,Windows
1717,HP,3.0,1,16.0,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,45463.64,32,8,512.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
1718,Dell,3.0,0,14.0,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,32009.0,32,4,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
1719,HP,3.0,1,16.0,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,49940.57,64,8,512.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
1720,HP,3.0,1,16.0,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,50736.46,64,8,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
1721,Dell,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,44799.0,64,8,512.0,0.0,1.0,2.0,12.0,Intel Core i7,14.0,Windows
1722,HP,3.0,0,15.6,GDDR6,8.0,2.0,Resmi Distribütör Garantili,Ofis - İş,49449.0,16,8,512.0,0.0,1.0,2.0,12.0,Intel Core i7,14.0,Windows
1723,Dell,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,39149.0,16,8,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,14.0,Windows
1724,Dell,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,40749.0,32,8,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,14.0,Windows
1725,HP,3.0,0,15.6,GDDR6,8.0,2.0,Resmi Distribütör Garantili,Ofis - İş,57999.0,64,8,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,14.0,Windows
1726,Dell,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,41299.0,32,8,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,14.0,Windows
1727,Dell,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,38349.0,16,8,512.0,0.0,1.0,2.0,12.0,Intel Core i7,14.0,Windows
1728,Dell,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,45649.0,64,8,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,14.0,Windows
1729,Dell,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,39949.0,32,8,512.0,0.0,1.0,2.0,12.0,Intel Core i7,14.0,Windows
1730,Dell,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,39699.0,16,8,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,14.0,Windows
1731,Dell,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,36349.0,8,8,256.0,4.47,1.0,2.0,12.0,Intel Core i7,14.0,Windows
1732,Dell,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,46199.0,64,8,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,14.0,Windows
1733,HP,3.0,1,16.0,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,43772.35,16,8,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
1734,HP,3.0,1,16.0,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,37199.99,16,8,512.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
1735,HP,3.0,0,15.6,GDDR6,8.0,2.0,Resmi Distribütör Garantili,Ofis - İş,51949.0,32,8,512.0,0.0,1.0,2.0,12.0,Intel Core i7,14.0,Windows
1736,HP,3.0,0,15.6,GDDR6,8.0,2.0,Resmi Distribütör Garantili,Ofis - İş,51399.0,16,8,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,14.0,Windows
1737,Dell,3.0,0,15.6,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Ev - Okul,33299.0,16,8,512.0,5.0,1.0,2.0,12.0,Intel Core i5,12.0,Windows
1738,Dell,2.0,0,17.3,GDDR6,16.0,2.0,Resmi Distribütör Garantili,Ofis - İş,101425.18,32,8,1024.0,0.0,1.0,2.0,12.0,Intel Core i9,16.0,Windows
1739,Dell,3.0,1,13.4,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,55240.25,16,8,1024.0,0.0,3.0,4.0,12.0,Intel Core i7,12.0,Windows
1740,Dell,2.0,0,17.3,GDDR6,16.0,2.0,Resmi Distribütör Garantili,Ofis - İş,102221.07,32,8,2048.0,0.0,1.0,2.0,12.0,Intel Core i9,16.0,Windows
1741,Dell,3.0,1,13.4,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,57885.61,16,8,2048.0,0.0,3.0,4.0,12.0,Intel Core i7,12.0,Windows
1742,Dell,3.0,1,13.4,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,52984.87,16,8,512.0,0.0,3.0,4.0,12.0,Intel Core i7,12.0,Windows
1743,Dell,2.0,0,17.3,GDDR6,16.0,2.0,Resmi Distribütör Garantili,Ofis - İş,100281.07,32,8,1024.0,0.0,1.0,2.0,12.0,Intel Core i9,16.0,Windows
1744,Dell,3.0,0,14.0,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,34076.0,64,4,512.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
1745,Dell,2.0,0,17.3,GDDR6,16.0,2.0,Resmi Distribütör Garantili,Ofis - İş,99485.18,32,8,512.0,0.0,1.0,2.0,12.0,Intel Core i9,16.0,Windows
1746,Dell,3.0,0,14.0,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,34818.0,64,4,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
1747,Dell,3.0,0,14.0,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,31266.0,32,4,512.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
1748,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,31677.87,64,4,1024.0,0.0,1.0,2.0,4.0,AMD Ryzen 7,8.0,Windows
1749,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,32526.79,64,4,2048.0,0.0,1.0,2.0,4.0,AMD Ryzen 7,8.0,Windows
1750,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,31314.05,64,4,1024.0,0.0,1.0,2.0,4.0,AMD Ryzen 7,8.0,Windows
1751,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,31677.87,64,4,1024.0,0.0,1.0,2.0,4.0,AMD Ryzen 7,8.0,Windows
1752,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,32149.97,64,4,2048.0,0.0,1.0,2.0,4.0,AMD Ryzen 7,8.0,Free Dos
1753,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,36012.28,16,4,256.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1754,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,40167.54,48,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1755,Dell,2.0,0,16.0,GDDR6,8.0,2.0,Resmi Distribütör Garantili,Ofis - İş,60734.92,16,8,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,16.0,Windows
1756,Dell,2.0,0,16.0,GDDR6,8.0,2.0,Resmi Distribütör Garantili,Ofis - İş,62078.0,16,8,2048.0,0.0,1.0,2.0,12.0,Intel Core i7,16.0,Windows
1757,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,42106.67,32,4,2048.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1758,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,37812.9,16,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1759,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,40306.05,16,4,2048.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1760,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,40583.07,48,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1761,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,37120.35,16,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1762,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,41968.16,32,4,2048.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1763,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,38643.95,24,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1764,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,41275.61,32,4,2048.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1765,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,36012.28,16,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1766,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,39613.51,16,4,2048.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1767,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,37674.38,32,4,256.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1768,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,36843.34,24,4,256.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1769,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,36704.83,16,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1770,Dell,1.0,0,16.0,GDDR6,16.0,3.0,Marka Grantili,Ofis - İş,91269.0,32,8,512.0,0.0,1.0,2.0,12.0,Intel Core i9,16.0,Windows
1771,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,37674.38,32,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1772,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,37812.9,16,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1773,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,36012.28,16,4,250.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1774,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,37674.38,32,4,250.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1775,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,43768.78,48,4,2048.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1776,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,38782.45,32,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1777,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,43076.23,48,4,2048.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1778,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,41275.61,48,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1779,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,39475.0,32,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1780,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,39475.0,48,4,256.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1781,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,36012.28,16,4,256.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1782,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,38366.93,32,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1783,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,37674.38,32,4,256.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1784,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,39475.0,48,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1785,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,39475.0,48,4,250.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1786,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,36981.84,32,4,256.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1787,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,42526.25,16,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1788,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,45830.53,16,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1789,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,44812.03,16,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1790,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,50244.03,64,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
1791,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,35319.74,16,4,256.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1792,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,37630.06,24,4,2048.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
1793,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,33375.07,24,4,256.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
1794,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,34837.72,32,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
1795,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,34039.92,24,4,500.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
1796,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,38366.93,32,4,500.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1797,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,33242.1,16,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
1798,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,34837.72,32,4,500.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
1799,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,37120.35,16,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1800,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,38366.93,32,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1801,LENOVO,3.0,0,14.0,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,35901.48,48,4,250.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
1802,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,41414.12,32,4,2048.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1803,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,36704.83,16,4,500.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1804,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,34039.92,24,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
1805,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,34305.85,16,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
1806,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,34837.72,32,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
1807,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,40444.57,16,4,2048.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1808,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,42106.67,32,4,2048.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1809,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,37535.88,24,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1810,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,36012.28,16,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1811,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,38366.93,32,4,500.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1812,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,38643.95,24,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1813,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,37674.38,32,4,500.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1814,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,33242.1,16,4,500.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
1815,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,38366.93,32,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1816,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,38782.45,32,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
1817,LENOVO,3.0,0,15.6,GDDR5,2.0,3.0,Resmi Distribütör Garantili,Ofis - İş,36012.28,16,4,256.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
