,Brand,Cihaz Ağırlığı,Dokunmatik Ekran,Ekran Boyutu,Ekran Kartı Bellek Tipi,Ekran Kartı Hafızası,Garanti Süresi,Garanti Tipi,Kullanım Amacı,Price,Ram (Sistem Belleği),Ram (Sistem Belleği) Tipi,SSD Kapasitesi,Star,Çözünürlük,Çözünürlük Standartı,İşlemci Nesli,İşlemci Tipi,İşlemci Çekirdek Sayısı,İşletim Sistemi
583,ASUS,2.0,0,15.6,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Ofis - İş,45199.98,64,8,2048.0,0.0,1.0,2.0,6.0,AMD Ryzen 7,8.0,Windows
584,Dell,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,38824.0,16,4,512.0,5.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
585,ASUS,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,16699.99,8,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
586,LENOVO,3.0,0,14.0,DDR,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,5789.0,4,4,256.0,4.62,1.0,1.0,1.0,Intel Celeron,2.0,Free Dos
587,ASUS,3.0,0,15.6,DDR4,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,5499.0,4,4,256.0,5.0,1.0,1.0,10.0,Intel Celeron,2.0,Free Dos
588,Dell,2.0,1,17.0,GDDR6,12.0,2.0,Resmi Distribütör Garantili,Ofis - İş,104661.03,64,8,1024.0,4.73,3.0,4.0,12.0,Intel Core i9,14.0,Windows
589,LENOVO,2.0,0,16.0,GDDR6,8.0,2.0,Resmi Distribütör Garantili,Oyun,43899.0,32,4,1024.0,0.0,2.0,2.0,5.0,AMD Ryzen 7,8.0,Free Dos
590,HP,3.0,0,15.6,DDR4,0.0,2.0,Marka Grantili,Ev - Okul,17920.87,16,4,512.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
591,LENOVO,3.0,0,15.6,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Oyun,13969.0,8,4,512.0,4.7,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
592,LENOVO,3.0,1,15.6,DDR4,0.0,1.0,İthalatçı Garantili,Ofis - İş,16500.0,12,4,256.0,0.0,1.0,2.0,11.0,Intel Core i5,4.0,Windows
593,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,25699.0,8,4,512.0,5.0,1.0,2.0,10.0,Intel Core i5,4.0,Free Dos
594,LENOVO,3.0,0,15.6,GDDR5,2.0,2.0,Marka Grantili,Ev - Okul,14799.0,20,4,256.0,5.0,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
595,LENOVO,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ev - Okul,16606.99,16,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
596,LENOVO,2.0,0,17.3,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Oyun,40253.03,16,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
597,Dell,2.0,0,15.6,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Oyun,39498.37,32,8,512.0,4.89,1.0,2.0,12.0,Intel Core i7,14.0,Free Dos
598,HP,3.0,0,14.0,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,13129.0,32,4,512.0,5.0,1.0,2.0,5.0,AMD Ryzen 7,8.0,Free Dos
599,ASUS,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,15047.97,16,4,512.0,5.0,1.0,2.0,5.0,AMD Ryzen 5,6.0,Free Dos
600,LENOVO,2.0,0,15.6,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,14431.63,20,4,512.0,0.0,1.0,1.0,10.0,Intel Core i5,4.0,Windows
601,LENOVO,3.0,0,15.6,DDR4,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,13859.0,8,6,256.0,5.0,1.0,2.0,11.0,Intel Core i5,8.0,Free Dos
602,LENOVO,3.0,0,15.6,DDR,0.0,2.0,Resmi Distribütör Garantili,Ev - Okul,14049.0,20,4,512.0,0.0,1.0,2.0,11.0,Intel Core i5,4.0,Windows
603,HP,3.0,0,14.0,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,13399.0,16,4,1024.0,5.0,1.0,2.0,12.0,Intel Core i5,10.0,Free Dos
604,LENOVO,3.0,0,14.0,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,14199.0,16,4,512.0,4.5,1.0,2.0,5.0,AMD Ryzen 5,6.0,Free Dos
605,HP,2.0,0,16.1,GDDR6,8.0,2.0,Resmi Distribütör Garantili,Oyun,42799.0,16,8,1024.0,0.0,2.0,3.0,12.0,Intel Core i7,14.0,Free Dos
606,LENOVO,2.0,0,15.6,DDR4,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,12553.78,8,4,1024.0,5.0,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
607,Dell,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,12472.0,16,4,512.0,0.0,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
608,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,22748.97,16,4,1024.0,0.0,1.0,2.0,10.0,Intel Core i7,8.0,Windows
609,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,22499.0,32,4,512.0,4.62,1.0,2.0,10.0,Intel Core i5,4.0,Free Dos
610,Dell,3.0,0,17.0,GDDR6,4.0,2.0,Marka Grantili,Ofis - İş,56999.0,16,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
611,ACER,3.0,0,14.0,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Oyun,18567.67,64,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
612,ASUS,2.0,0,15.6,GDDR6,6.0,2.0,Marka Grantili,Oyun,32304.21,32,8,512.0,0.0,1.0,2.0,6.0,AMD Ryzen 7,8.0,Windows
613,ASUS,2.0,0,15.6,GDDR6,6.0,2.0,Marka Grantili,Oyun,32067.44,16,8,1024.0,0.0,1.0,2.0,6.0,AMD Ryzen 7,8.0,Windows
614,HP,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,10881.43,16,4,512.0,4.75,1.0,2.0,5.0,AMD Ryzen 5,6.0,Free Dos
615,MSI,2.0,0,17.3,GDDR6,8.0,2.0,Resmi Distribütör Garantili,Oyun,62100.0,16,4,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,14.0,Free Dos
616,MSI,3.0,0,14.0,DDR4,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,34999.99,16,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
617,ASUS,2.0,0,15.6,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Oyun,33999.0,16,8,512.0,5.0,1.0,2.0,6.0,AMD Ryzen 7,8.0,Free Dos
618,ASUS,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,11999.0,8,4,256.0,4.75,1.0,2.0,1.0,AMD Ryzen 5,6.0,Windows
619,Dell,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,17035.0,16,4,256.0,4.45,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
620,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,26584.39,16,4,512.0,0.0,1.0,2.0,4.0,AMD Ryzen 7,8.0,Windows
621,HP,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,26749.0,16,4,256.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
622,LENOVO,3.0,0,15.6,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Oyun,13599.0,20,4,512.0,0.0,1.0,2.0,10.0,Intel Core i5,4.0,Windows
623,LENOVO,3.0,0,15.6,SD,0.0,2.0,Marka Grantili,Ofis - İş,15080.17,8,4,256.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
624,LENOVO,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ev - Okul,14962.85,16,4,256.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
625,HP,3.0,0,15.6,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Oyun,14719.0,16,4,1024.0,5.0,1.0,2.0,12.0,Intel Core i5,10.0,Free Dos
626,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,23569.0,16,4,512.0,4.53,1.0,2.0,11.0,Intel Core i5,4.0,Windows
627,HP,3.0,0,14.0,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,9214.03,8,4,256.0,3.67,1.0,2.0,5.0,AMD Ryzen 5,6.0,Free Dos
628,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,25998.0,24,4,1024.0,4.29,1.0,2.0,11.0,Intel Core i7,8.0,Free Dos
629,LENOVO,3.0,0,15.6,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,16799.99,8,4,512.0,4.76,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
630,LENOVO,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,13869.0,24,4,512.0,5.0,1.0,2.0,5.0,AMD Ryzen 7,8.0,Free Dos
631,ASUS,3.0,0,15.6,DDR4,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,9322.83,8,4,256.0,5.0,1.0,2.0,3.0,AMD Ryzen 3,4.0,Free Dos
632,Dell,3.0,0,15.6,DDR4,6.0,2.0,Resmi Distribütör Garantili,Ofis - İş,20999.0,32,4,512.0,0.0,1.0,1.0,11.0,Intel Core i7,6.0,Windows
633,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,20498.98,16,4,512.0,3.67,1.0,2.0,5.0,AMD Ryzen 5,6.0,Windows
634,LENOVO,3.0,1,14.0,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,19271.0,8,4,1024.0,5.0,1.0,2.0,11.0,Intel Core i5,4.0,Windows
635,ASUS,3.0,0,15.6,GDDR5,2.0,3.0,Marka Grantili,Ev - Okul,12999.0,8,4,256.0,5.0,1.0,2.0,10.0,Intel Core i5,2.0,Windows
636,HP,3.0,0,14.0,DDR4,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,11929.99,8,3,512.0,0.0,1.0,2.0,12.0,Intel Core i5,10.0,Free Dos
637,ACER,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,17799.0,8,4,256.0,0.0,1.0,2.0,5.0,AMD Ryzen 5,4.0,Free Dos
638,HP,3.0,0,15.6,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,12899.99,16,4,256.0,0.0,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
639,ACER,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,18499.0,8,4,512.0,0.0,1.0,2.0,5.0,AMD Ryzen 5,4.0,Free Dos
640,ACER,3.0,0,14.0,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Oyun,16783.5,32,4,512.0,4.68,1.0,2.0,11.0,Intel Core i7,4.0,Windows
641,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,20599.0,16,4,512.0,5.0,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
642,Dell,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,13305.0,16,4,512.0,0.0,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
643,ASUS,3.0,0,15.6,GDDR5,2.0,2.0,Marka Grantili,Ofis - İş,15067.5,8,4,256.0,0.0,1.0,2.0,11.0,Intel Core i5,4.0,Windows
644,LENOVO,3.0,0,15.6,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Oyun,14539.0,16,4,512.0,4.42,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
645,ASUS,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,15715.96,16,4,256.0,5.0,1.0,2.0,10.0,Intel Core i7,4.0,Windows
646,ASUS,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,14071.65,8,4,256.0,0.0,1.0,2.0,10.0,Intel Core i7,4.0,Windows
647,ASUS,3.0,0,15.6,DDR4,0.0,2.0,Marka Grantili,Ofis - İş,13950.0,12,4,512.0,0.0,1.0,2.0,3.0,AMD Ryzen 3,4.0,Windows
648,MSI,2.0,0,15.6,GDDR6,8.0,2.0,Resmi Distribütör Garantili,Oyun,53460.56,16,4,1024.0,4.85,1.0,2.0,12.0,Intel Core i7,14.0,Free Dos
649,HP,2.0,0,15.6,DDR4,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,12139.0,8,4,512.0,5.0,1.0,2.0,12.0,Intel Core i5,10.0,Free Dos
650,HP,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,12354.31,8,4,256.0,5.0,1.0,2.0,11.0,Intel Core i5,4.0,Windows
651,HP,3.0,0,15.6,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,12599.0,8,4,512.0,4.83,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
652,ASUS,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,14979.0,24,4,512.0,0.0,1.0,2.0,10.0,Intel Core i7,4.0,Free Dos
653,Dell,2.0,0,15.6,GDDR6,6.0,2.0,Marka Grantili,Ofis - İş,20999.0,8,10,500.0,3.8,1.0,2.0,4.0,AMD Ryzen 5,6.0,Windows
654,ASUS,2.0,0,15.6,GDDR6,6.0,2.0,Marka Grantili,Oyun,36684.41,48,8,2048.0,4.64,1.0,2.0,6.0,AMD Ryzen 7,8.0,Windows
655,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,21920.03,32,4,512.0,4.73,1.0,2.0,5.0,AMD Ryzen 5,6.0,Windows
656,HP,2.0,0,16.1,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,27999.0,16,4,1024.0,0.0,1.0,2.0,5.0,AMD Ryzen 7,8.0,Free Dos
657,ASUS,2.0,0,15.6,GDDR6,6.0,2.0,Marka Grantili,Oyun,35855.72,48,8,2048.0,0.0,1.0,2.0,6.0,AMD Ryzen 7,8.0,Free Dos
658,ASUS,2.0,0,15.6,GDDR6,6.0,2.0,Marka Grantili,Oyun,34671.88,32,8,2048.0,4.65,1.0,2.0,6.0,AMD Ryzen 7,8.0,Windows
659,LENOVO,3.0,0,14.0,DDR,0.0,2.0,Marka Grantili,Ev - Okul,10499.0,8,4,512.0,0.0,1.0,2.0,5.0,AMD Ryzen 5,6.0,Windows
660,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,25492.93,8,4,256.0,0.0,1.0,2.0,4.0,AMD Ryzen 7,8.0,Windows
661,ASUS,2.0,0,15.6,GDDR6,6.0,2.0,Marka Grantili,Oyun,32659.37,32,8,512.0,0.0,1.0,2.0,6.0,AMD Ryzen 7,8.0,Windows
662,ASUS,2.0,0,15.6,GDDR6,6.0,2.0,Marka Grantili,Oyun,32067.44,16,8,1024.0,0.0,1.0,2.0,6.0,AMD Ryzen 7,8.0,Windows
663,LENOVO,3.0,0,14.0,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,10169.0,20,4,512.0,0.0,1.0,2.0,5.0,AMD Ryzen 3,4.0,Free Dos
664,HP,3.0,0,15.6,GDDR6,8.0,2.0,Resmi Distribütör Garantili,Ofis - İş,53199.0,32,8,1024.0,0.0,1.0,2.0,3.0,Intel Core i7,14.0,Windows
665,Dell,3.0,0,14.0,GDDR6,4.0,3.0,Marka Grantili,Ofis - İş,67939.0,32,8,512.0,0.0,1.0,2.0,3.0,Intel Core i9,14.0,Windows
666,HP,3.0,0,15.6,GDDR6,8.0,3.0,Resmi Distribütör Garantili,Ofis - İş,60274.23,8,4,1024.0,0.0,1.0,2.0,12.0,Intel Core i9,14.0,Windows
667,LENOVO,2.0,0,15.6,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Oyun,34336.03,16,4,1024.0,4.54,2.0,3.0,11.0,Intel Core i7,6.0,Free Dos
668,LENOVO,2.0,0,15.6,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Oyun,33269.03,16,4,512.0,4.84,2.0,3.0,11.0,Intel Core i7,6.0,Free Dos
669,ASUS,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,30549.0,16,4,1024.0,5.0,1.0,2.0,5.0,Intel Core i7,4.0,Windows
670,HP,3.0,0,15.6,DDR4,0.0,2.0,Marka Grantili,Ofis - İş,19547.23,32,4,512.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Windows
671,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,21241.03,32,4,512.0,4.31,1.0,2.0,5.0,AMD Ryzen 5,6.0,Windows
672,LENOVO,3.0,0,14.0,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,28858.69,32,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
673,LENOVO,2.0,0,16.0,GDDR6,8.0,2.0,Resmi Distribütör Garantili,Oyun,49149.0,64,4,1024.0,0.0,2.0,2.0,5.0,AMD Ryzen 7,8.0,Free Dos
674,LENOVO,2.0,0,17.3,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Oyun,44909.03,64,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Windows
675,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,27797.12,16,4,1024.0,0.0,1.0,2.0,4.0,AMD Ryzen 7,8.0,Windows
676,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,27797.12,16,4,1024.0,0.0,1.0,2.0,4.0,AMD Ryzen 7,8.0,Windows
677,Dell,3.0,0,15.6,DDR4,0.0,2.0,Marka Grantili,Ev - Okul,13276.05,32,4,1024.0,5.0,1.0,2.0,5.0,AMD Ryzen 5,6.0,Windows
678,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,26699.0,32,4,512.0,4.43,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
679,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,24419.0,16,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i5,4.0,Windows
680,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,26164.67,16,4,1024.0,0.0,1.0,2.0,4.0,AMD Ryzen 7,8.0,Free Dos
681,ASUS,3.0,0,15.6,GDDR5,2.0,2.0,Marka Grantili,Ofis - İş,16558.52,16,4,512.0,0.0,1.0,2.0,11.0,Intel Core i5,4.0,Windows
682,LENOVO,2.0,0,17.3,GDDR6,6.0,2.0,Resmi Distribütör Garantili,Oyun,39865.03,32,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i7,8.0,Free Dos
683,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,22779.0,16,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
684,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,22649.0,8,4,512.0,0.0,1.0,2.0,11.0,Intel Core i5,4.0,Windows
685,HP,3.0,0,15.6,GDDR6,4.0,3.0,Marka Grantili,Tasarım,40688.43,16,8,512.0,0.0,1.0,2.0,12.0,Intel Core i7,14.0,Windows
686,HP,3.0,0,13.3,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,17919.0,16,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
687,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,22449.0,16,4,512.0,0.0,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
688,HP,2.0,0,15.6,GDDR6,8.0,2.0,Resmi Distribütör Garantili,Oyun,34039.0,32,4,512.0,5.0,1.0,2.0,10.0,Intel Core i7,8.0,Free Dos
689,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,21309.0,32,4,1024.0,0.0,1.0,2.0,11.0,Intel Core i5,4.0,Windows
690,Dell,3.0,0,14.0,DDR4,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,23029.0,16,3,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,12.0,Free Dos
691,ASUS,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,13399.0,24,4,512.0,4.75,1.0,2.0,3.0,AMD Ryzen 7,4.0,Free Dos
692,Dell,2.0,0,16.0,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,22188.72,16,4,1024.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Free Dos
693,ASUS,3.0,0,15.6,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Oyun,21999.78,24,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
694,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,21129.0,32,4,512.0,0.0,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
695,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,22002.74,16,4,512.0,0.0,1.0,2.0,10.0,Intel Core i7,8.0,Windows
696,ASUS,2.0,0,15.6,GDDR6,6.0,2.0,Marka Grantili,Oyun,34671.88,48,8,512.0,0.0,1.0,2.0,6.0,AMD Ryzen 7,8.0,Windows
697,ASUS,2.0,0,15.6,GDDR6,6.0,2.0,Marka Grantili,Oyun,34671.88,48,8,1024.0,0.0,1.0,2.0,6.0,AMD Ryzen 7,8.0,Free Dos
698,Dell,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,36199.0,16,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
699,ASUS,2.0,0,15.6,GDDR6,6.0,2.0,Marka Grantili,Oyun,32896.13,16,8,2048.0,0.0,1.0,2.0,6.0,AMD Ryzen 7,8.0,Windows
700,LENOVO,3.0,0,17.3,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,16922.45,8,4,256.0,4.75,1.0,2.0,10.0,Intel Core i7,4.0,Free Dos
701,Dell,3.0,0,14.0,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,18999.0,16,4,512.0,5.0,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
702,LENOVO,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,17690.83,8,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
703,Dell,3.0,0,15.6,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Oyun,16699.0,16,4,256.0,0.0,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
704,Dell,3.0,0,16.0,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,19187.0,16,4,512.0,0.0,1.0,2.0,12.0,Intel Core i5,12.0,Windows
705,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,32799.98,16,4,1024.0,4.5,1.0,2.0,12.0,Intel Core i5,12.0,Windows
706,LENOVO,3.0,0,15.6,GDDR5,4.0,2.0,Resmi Distribütör Garantili,Ofis - İş,85308.26,64,4,2048.0,0.0,1.0,2.0,10.0,Intel Core i9,8.0,Windows
707,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,33500.0,16,3,512.0,4.74,1.0,2.0,5.0,AMD Ryzen 7,8.0,Free Dos
708,ASUS,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,15715.96,16,4,512.0,5.0,1.0,2.0,10.0,Intel Core i7,4.0,Windows
709,HP,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,29899.0,16,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
710,ASUS,3.0,0,15.6,GDDR5,2.0,2.0,Marka Grantili,Ofis - İş,18546.55,40,4,512.0,0.0,1.0,2.0,11.0,Intel Core i5,4.0,Windows
711,ASUS,3.0,0,15.6,GDDR5,2.0,2.0,Marka Grantili,Ofis - İş,15440.26,8,4,256.0,5.0,1.0,2.0,11.0,Intel Core i5,4.0,Windows
712,HP,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,29426.0,16,4,512.0,4.43,1.0,2.0,11.0,Intel Core i7,4.0,Windows
713,HP,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ev - Okul,14115.57,16,4,512.0,0.0,1.0,2.0,5.0,AMD Ryzen 7,8.0,Windows
714,HP,3.0,0,15.6,DDR4,0.0,2.0,Marka Grantili,Ofis - İş,15084.05,8,4,256.0,4.45,1.0,2.0,12.0,Intel Core i7,10.0,Free Dos
715,LENOVO,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,28516.03,16,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Windows
716,HP,3.0,0,15.6,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Oyun,16973.03,16,4,512.0,0.0,1.0,2.0,12.0,Intel Core i5,10.0,Windows
717,HP,2.0,0,16.1,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,26955.0,16,8,512.0,5.0,1.0,2.0,12.0,Intel Core i5,12.0,Windows
718,HP,3.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,27274.0,16,4,512.0,0.0,1.0,2.0,11.0,Intel Core i7,4.0,Free Dos
719,ASUS,3.0,0,15.6,SD,0.0,2.0,Resmi Distribütör Garantili,Ofis - İş,15849.0,24,4,512.0,0.0,1.0,2.0,3.0,AMD Ryzen 7,4.0,Windows
720,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,26749.0,16,4,512.0,5.0,1.0,2.0,10.0,Intel Core i5,4.0,Free Dos
721,ACER,2.0,0,15.6,DDR4,2.0,2.0,Resmi Distribütör Garantili,Ofis - İş,13938.0,8,3,512.0,0.0,1.0,2.0,11.0,Intel Core i5,4.0,Free Dos
722,Dell,2.0,0,15.6,GDDR6,4.0,2.0,Resmi Distribütör Garantili,Oyun,23332.35,16,4,1024.0,4.25,1.0,2.0,11.0,Intel Core i7,8.0,Free Dos
723,LENOVO,3.0,0,15.6,GDDR6,2.0,2.0,Resmi Distribütör Garantili,Ev - Okul,25249.0,8,4,512.0,0.0,1.0,2.0,12.0,Intel Core i7,10.0,Free Dos
724,ASUS,2.0,0,15.6,GDDR6,4.0,2.0,Marka Grantili,Oyun,25978.02,8,4,512.0,0.0,1.0,2.0,4.0,AMD Ryzen 7,8.0,Windows
725,HP,3.0,0,15.6,GDDR5,2.0,2.0,Resmi Distribütör Garantili,Oyun,16099.0,8,4,512.0,0.0,1.0,2.0,11.0,Intel Core i5,4.0,Windows
